case_number,court,case_type.x,filing_date,id,court_system,tracking_number,document_type,issued_date,issued_date_str,case_status,case_disposition,year
1B01660730,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-21,450942,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,041004278383,WARRANT,2004-12-21,12/21/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
1B01661857,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-21,454006,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056015101004,STATEMENT OF CHARGES,2005-01-21,01/21/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01663327,Baltimore City District Court 700 Patapsco Ave.,CR,2004-12-01,465786,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046063126196,STATEMENT OF CHARGES,2004-12-01,12/01/2004,CLOSED,TRIAL,2004
1B01663432,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-03,448979,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046001128014,STATEMENT OF CHARGES,2004-12-03,12/03/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
1B01663488,Baltimore City District Court 1400 North Ave.,CR,2004-12-08,454397,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046001128401,STATEMENT OF CHARGES,2004-12-08,12/08/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
1B01663999,Baltimore City District Court 1400 North Ave.,CR,2005-01-05,456880,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056077100015,STATEMENT OF CHARGES,2005-01-05,01/05/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01664146,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-31,456817,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046006124043,STATEMENT OF CHARGES,2004-12-31,12/31/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
1B01664307,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-02,456413,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056074100040,STATEMENT OF CHARGES,2005-01-02,01/02/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01665056,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-09,671538,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,046064116011,STATEMENT OF CHARGES,2004-12-09,12/09/2004,CLOSED,TRIAL,2004
1B01665490,Baltimore City District Court 5800 Wabash Ave,CR,2004-12-21,672421,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,041004291300,WARRANT,2004-12-21,12/21/2004,CLOSED,FORWARDED TO CIRCUIT COURT,2004
1B01668003,Baltimore City District Court 1400 North Ave.,CR,2005-02-13,456491,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004103971,STATEMENT OF CHARGES,2005-02-13,02/13/2005,CLOSED,TRIAL,2005
1B01668178,Baltimore City District Court 1400 North Ave.,CR,2005-02-12,456866,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059101453,STATEMENT OF CHARGES,2005-02-12,02/12/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01668220,Baltimore City District Court 1400 North Ave.,CR,2005-02-10,676741,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061103210,STATEMENT OF CHARGES,2005-02-10,02/10/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01668325,Baltimore City District Court 1400 North Ave.,CR,2005-01-29,674596,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056006101815,STATEMENT OF CHARGES,2005-01-29,01/29/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01668780,Baltimore City District Court 1400 North Ave.,CR,2005-01-15,453844,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056021100800,STATEMENT OF CHARGES,2005-01-15,01/15/2005,CLOSED,TRIAL,2005
1B01668808,Baltimore City District Court 1400 North Ave.,CR,2005-01-14,454043,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059100543,STATEMENT OF CHARGES,2005-01-14,01/14/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01668815,Baltimore City District Court 5800 Wabash Ave,CR,2005-01-08,451862,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002100604,STATEMENT OF CHARGES,2005-01-08,01/08/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01670726,Baltimore City District Court 1400 North Ave.,CR,2005-02-03,472777,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001102253,STATEMENT OF CHARGES,2005-02-03,02/03/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01670761,Baltimore City District Court 1400 North Ave.,CR,2005-02-02,459883,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056060101005,STATEMENT OF CHARGES,2005-02-02,02/02/2005,CLOSED,TRIAL,2005
1B01671643,Baltimore City District Court 1400 North Ave.,CR,2005-02-17,457563,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056018101473,STATEMENT OF CHARGES,2005-02-17,02/17/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01672224,Baltimore City District Court 1400 North Ave.,CR,2005-02-27,744792,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056058100792,STATEMENT OF CHARGES,2005-02-27,02/27/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01674142,Baltimore City District Court 1400 North Ave.,CR,2005-01-25,674733,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056003102853,STATEMENT OF CHARGES,2005-01-25,01/25/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01674205,Baltimore City District Court 700 Patapsco Ave.,CR,2005-03-17,744965,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004107681,STATEMENT OF CHARGES,2005-03-17,03/17/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01674219,Baltimore City District Court 1400 North Ave.,CR,2005-03-17,744923,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061106301,STATEMENT OF CHARGES,2005-03-17,03/17/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01679875,Baltimore City District Court 1400 North Ave.,CR,2005-03-07,460126,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056003109175,STATEMENT OF CHARGES,2005-03-07,03/07/2005,CLOSED,TRIAL,2005
1B01680001,Baltimore City District Court 700 Patapsco Ave.,CR,2005-03-12,745030,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056062104140,STATEMENT OF CHARGES,2005-03-12,03/12/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01680239,Baltimore City District Court 1400 North Ave.,CR,2005-03-06,476289,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056060102324,STATEMENT OF CHARGES,2005-03-06,03/06/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01680659,Baltimore City District Court 1400 North Ave.,CR,2005-03-01,675970,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004105883,STATEMENT OF CHARGES,2005-03-01,03/01/2005,CLOSED,TRIAL,2005
1B01683655,Baltimore City District Court 1400 North Ave.,CR,2005-03-18,744920,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056005102591,STATEMENT OF CHARGES,2005-03-18,03/18/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01683844,Baltimore City District Court 1400 North Ave.,CR,2005-03-13,744922,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001105510,STATEMENT OF CHARGES,2005-03-13,03/13/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01686889,Baltimore City District Court 1400 North Ave.,CR,2005-03-29,462188,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056005103840,STATEMENT OF CHARGES,2005-03-29,03/29/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01687351,Baltimore City District Court 1400 North Ave.,CR,2005-03-31,745194,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056076100640,STATEMENT OF CHARGES,2005-03-31,03/31/2005,CLOSED,TRIAL,2005
1B01687442,Baltimore City District Court 1400 North Ave.,CR,2005-03-29,478304,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002111071,STATEMENT OF CHARGES,2005-03-29,03/29/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01687701,Baltimore City District Court 1400 North Ave.,CR,2005-03-26,465009,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004109254,STATEMENT OF CHARGES,2005-03-26,03/26/2005,CLOSED,TRIAL,2005
1B01688254,Baltimore City District Court 1400 North Ave.,CR,2005-04-22,469281,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056075100760,STATEMENT OF CHARGES,2005-04-22,04/22/2005,CLOSED,TRIAL,2005
1B01688597,Baltimore City District Court 1400 North Ave.,CR,2005-04-06,467035,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001108450,STATEMENT OF CHARGES,2005-04-06,04/06/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01689199,Baltimore City District Court 1400 North Ave.,CR,2005-04-03,745213,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061107583,STATEMENT OF CHARGES,2005-04-03,04/03/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01690711,Baltimore City District Court 700 Patapsco Ave.,CR,2005-04-09,464172,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056007110246,STATEMENT OF CHARGES,2005-04-09,04/09/2005,CLOSED,TRIAL,2005
1B01690823,Baltimore City District Court 1400 North Ave.,CR,2005-04-15,677348,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001109522,STATEMENT OF CHARGES,2005-04-15,04/15/2005,CLOSED,TRIAL,2005
1B01690928,Baltimore City District Court 1400 North Ave.,CR,2005-04-07,466826,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056075100546,STATEMENT OF CHARGES,2005-04-07,04/07/2005,CLOSED,TRIAL,2005
1B01690970,Baltimore City District Court 1400 North Ave.,CR,2005-04-07,467312,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004111365,STATEMENT OF CHARGES,2005-04-07,04/07/2005,CLOSED,TRIAL,2005
1B01692419,Baltimore City District Court 1400 North Ave.,CR,2005-08-20,746540,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061117265,STATEMENT OF CHARGES,2005-08-20,08/20/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01692559,Baltimore City District Court 1400 North Ave.,CR,2005-08-21,678030,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002137192,STATEMENT OF CHARGES,2005-08-21,08/21/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01692727,Baltimore City District Court 700 Patapsco Ave.,CR,2005-08-25,746542,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056063119943,STATEMENT OF CHARGES,2005-08-25,08/25/2005,CLOSED,TRIAL,2005
1B01693700,Baltimore City District Court 1400 North Ave.,CR,2005-05-06,471156,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056007113886,STATEMENT OF CHARGES,2005-05-06,05/06/2005,CLOSED,TRIAL,2005
1B01697039,Baltimore City District Court 1400 North Ave.,CR,2005-05-17,746065,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,051001360966,SUMMONS,2005-05-17,05/17/2005,CLOSED,TRIAL,2005
1B01698348,Baltimore City District Court 5800 Wabash Ave,CR,2005-06-21,472241,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002124286,STATEMENT OF CHARGES,2005-06-21,06/21/2005,CLOSED,TRIAL,2005
1B01701750,Baltimore City District Court 700 Patapsco Ave.,CR,2005-05-18,746045,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002118992,STATEMENT OF CHARGES,2005-05-18,05/18/2005,CLOSED,TRIAL,2005
1B01705838,Baltimore City District Court 700 Patapsco Ave.,CR,2005-06-03,746182,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056005110490,STATEMENT OF CHARGES,2005-06-03,06/03/2005,CLOSED,TRIAL,2005
1B01706244,Baltimore City District Court 1400 North Ave.,CR,2005-06-14,471537,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004122635,STATEMENT OF CHARGES,2005-06-14,06/14/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01706293,Baltimore City District Court 1400 North Ave.,CR,2005-06-15,471707,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056007119685,STATEMENT OF CHARGES,2005-06-15,06/15/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01708155,Baltimore City District Court 700 Patapsco Ave.,CR,2005-07-11,491845,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,051001526704,SUMMONS,2005-07-11,07/11/2005,CLOSED,TRIAL,2005
1B01708869,Baltimore City District Court 5800 Wabash Ave,CR,2005-07-03,471735,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061114933,STATEMENT OF CHARGES,2005-07-03,07/03/2005,CLOSED,TRIAL,2005
1B01711578,Baltimore City District Court 1400 North Ave.,CR,2005-07-14,474340,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004127675,STATEMENT OF CHARGES,2005-07-14,07/14/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01712782,Baltimore City District Court 5800 Wabash Ave,CR,2005-08-19,747326,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056023116122,STATEMENT OF CHARGES,2005-08-19,08/19/2005,CLOSED,TRIAL,2005
1B01712908,Baltimore City District Court 5800 Wabash Ave,CR,2005-08-22,478201,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001127221,STATEMENT OF CHARGES,2005-08-22,08/22/2005,CLOSED,TRIAL,2005
1B01713356,Baltimore City District Court 1400 North Ave.,CR,2005-08-27,479313,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001128116,STATEMENT OF CHARGES,2005-08-27,08/27/2005,CLOSED,TRIAL,2005
1B01713377,Baltimore City District Court 1400 North Ave.,CR,2005-08-27,501789,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004134933,STATEMENT OF CHARGES,2005-08-27,08/27/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01713433,Baltimore City District Court 1400 North Ave.,CR,2005-08-31,497088,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001128912,STATEMENT OF CHARGES,2005-08-31,08/31/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01714833,Baltimore City District Court 1400 North Ave.,CR,2005-07-16,495235,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056076101966,STATEMENT OF CHARGES,2005-07-16,07/16/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01716982,Baltimore City District Court 700 Patapsco Ave.,CR,2005-11-12,747642,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,051002050945,WARRANT,2005-11-12,11/12/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01719467,Baltimore City District Court 1400 North Ave.,CR,2005-08-05,747164,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056003137304,STATEMENT OF CHARGES,2005-08-05,08/05/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01719768,Baltimore City District Court 700 Patapsco Ave.,CR,2005-07-30,476950,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004130140,STATEMENT OF CHARGES,2005-07-30,07/30/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01721637,Baltimore City District Court 1400 North Ave.,CR,2005-08-11,481255,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056060109700,STATEMENT OF CHARGES,2005-08-11,08/11/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01721693,Baltimore City District Court 1400 North Ave.,CR,2005-08-11,482071,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002135232,STATEMENT OF CHARGES,2005-08-11,08/11/2005,CLOSED,TRIAL,2005
1B01721700,Baltimore City District Court 1400 North Ave.,CR,2005-08-11,495635,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056060109696,STATEMENT OF CHARGES,2005-08-11,08/11/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01721770,Baltimore City District Court 5800 Wabash Ave,CR,2005-08-13,482067,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004132321,STATEMENT OF CHARGES,2005-08-13,08/13/2005,CLOSED,TRIAL,2005
1B01722022,Baltimore City District Court 1400 North Ave.,CR,2005-08-14,499430,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061116996,STATEMENT OF CHARGES,2005-08-14,08/14/2005,CLOSED,TRIAL,2005
1B01723457,Baltimore City District Court 1400 North Ave.,CR,2006-08-26,520300,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066076101571,STATEMENT OF CHARGES,2006-08-26,08/26/2006,CLOSED,JURY TRIAL PRAYED,2006
1B01724101,Baltimore City District Court 1400 North Ave.,CR,2005-08-31,481060,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056003142720,STATEMENT OF CHARGES,2005-08-31,08/31/2005,CLOSED,TRIAL,2005
1B01724605,Baltimore City District Court 700 Patapsco Ave.,CR,2005-09-13,503434,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056062116132,STATEMENT OF CHARGES,2005-09-13,09/13/2005,CLOSED,TRIAL,2005
1B01725242,Baltimore City District Court 700 Patapsco Ave.,CR,2005-09-04,747413,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056003143652,STATEMENT OF CHARGES,2005-09-04,09/04/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01728952,Baltimore City District Court 700 Patapsco Ave.,CR,2005-09-22,481126,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056003147675,STATEMENT OF CHARGES,2005-09-22,09/22/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01729610,Baltimore City District Court 1400 North Ave.,CR,2005-09-27,483235,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002144811,STATEMENT OF CHARGES,2005-09-27,09/27/2005,CLOSED,TRIAL,2005
1B01729932,Baltimore City District Court 1400 North Ave.,CR,2005-09-22,678209,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056059108416,STATEMENT OF CHARGES,2005-09-22,09/22/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01732466,Baltimore City District Court 1400 North Ave.,CR,2005-10-15,489852,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056000115286,STATEMENT OF CHARGES,2005-10-15,10/15/2005,CLOSED,TRIAL,2005
1B01733257,Baltimore City District Court 1400 North Ave.,CR,2005-09-27,487968,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056021116583,STATEMENT OF CHARGES,2005-09-27,09/27/2005,CLOSED,TRIAL,2005
1B01733894,Baltimore City District Court 700 Patapsco Ave.,CR,2005-10-22,484861,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056064111283,STATEMENT OF CHARGES,2005-10-22,10/22/2005,CLOSED,TRIAL,2005
1B01733957,Baltimore City District Court 700 Patapsco Ave.,CR,2005-10-22,748066,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056005134290,STATEMENT OF CHARGES,2005-10-22,10/22/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01734146,Baltimore City District Court 300 East Madison,CR,2005-10-21,507062,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002149652,STATEMENT OF CHARGES,2005-10-21,10/21/2005,CLOSED,TRIAL,2005
1B01734181,Baltimore City District Court 1400 North Ave.,CR,2005-10-22,485179,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056064111272,STATEMENT OF CHARGES,2005-10-22,10/22/2005,CLOSED,TRIAL,2005
1B01736015,Baltimore City District Court 1400 North Ave.,CR,2005-10-25,748108,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001137474,STATEMENT OF CHARGES,2005-10-25,10/25/2005,CLOSED,TRIAL,2005
1B01736134,Baltimore City District Court 1400 North Ave.,CR,2005-10-29,491612,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056005135023,STATEMENT OF CHARGES,2005-10-29,10/29/2005,CLOSED,TRIAL,2005
1B01738297,Baltimore City District Court 1400 North Ave.,CR,2005-11-04,490268,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056061122471,STATEMENT OF CHARGES,2005-11-04,11/04/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01738752,Baltimore City District Court 1400 North Ave.,CR,2005-12-07,511122,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056005140693,STATEMENT OF CHARGES,2005-12-07,12/07/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01739879,Baltimore City District Court 700 Patapsco Ave.,CR,2005-11-11,486664,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056001139821,STATEMENT OF CHARGES,2005-11-11,11/11/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01741615,Baltimore City District Court 5800 Wabash Ave,CR,2005-11-20,509489,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056002154784,STATEMENT OF CHARGES,2005-11-20,11/20/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01742028,Baltimore City District Court 5800 Wabash Ave,CR,2005-11-10,748284,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056021118672,STATEMENT OF CHARGES,2005-11-10,11/10/2005,CLOSED,TRIAL,2005
1B01743162,Baltimore City District Court 1400 North Ave.,CR,2006-01-03,514850,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,051002219564,WARRANT,2006-01-03,01/03/2006,CLOSED,TRIAL,2006
1B01746263,Baltimore City District Court 1400 North Ave.,CR,2005-12-09,490466,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056058109096,STATEMENT OF CHARGES,2005-12-09,12/09/2005,CLOSED,FORWARDED TO CIRCUIT COURT,2005
1B01749000,Baltimore City District Court 700 Patapsco Ave.,CR,2006-01-25,513927,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066005102203,STATEMENT OF CHARGES,2006-01-25,01/25/2006,CLOSED,TRIAL,2006
1B01749056,Baltimore City District Court 1400 North Ave.,CR,2006-01-11,498121,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066005100674,STATEMENT OF CHARGES,2006-01-11,01/11/2006,CLOSED,FORWARDED TO CIRCUIT COURT,2006
1B01749189,Baltimore City District Court 1400 North Ave.,CR,2006-02-05,496978,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066005103205,STATEMENT OF CHARGES,2006-02-05,02/05/2006,CLOSED,JURY TRIAL PRAYED,2006
1B01750799,Baltimore City District Court 700 Patapsco Ave.,CR,2006-01-14,748795,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066074100245,STATEMENT OF CHARGES,2006-01-14,01/14/2006,CLOSED,TRIAL,2006
1B01750883,Baltimore City District Court 1400 North Ave.,CR,2006-01-14,498300,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066007102405,STATEMENT OF CHARGES,2006-01-14,01/14/2006,CLOSED,TRIAL,2006
1B01752290,Baltimore City District Court 1400 North Ave.,CR,2006-01-02,494692,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066058100010,STATEMENT OF CHARGES,2006-01-02,01/02/2006,CLOSED,TRIAL,2006
1B01752360,Baltimore City District Court 1400 North Ave.,CR,2005-12-22,496433,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,056004153354,STATEMENT OF CHARGES,2005-12-22,12/22/2005,CLOSED,JURY TRIAL PRAYED,2005
1B01752507,Baltimore City District Court 1400 North Ave.,CR,2006-01-05,493839,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066020100451,STATEMENT OF CHARGES,2006-01-05,01/05/2006,CLOSED,TRIAL,2006
1B01752969,Baltimore City District Court 5800 Wabash Ave,CR,2006-01-10,497404,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066074100142,STATEMENT OF CHARGES,2006-01-10,01/10/2006,CLOSED,TRIAL,2006
1B01756777,Baltimore City District Court 5800 Wabash Ave,CR,2006-06-03,514264,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066015105450,STATEMENT OF CHARGES,2006-06-03,06/03/2006,CLOSED,TRIAL,2006
1B01756847,Baltimore City District Court 5800 Wabash Ave,CR,2006-06-03,531148,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066081108800,STATEMENT OF CHARGES,2006-06-03,06/03/2006,CLOSED,TRIAL,2006
1B01757288,Baltimore City District Court 5800 Wabash Ave,CR,2006-05-02,749506,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066004115472,STATEMENT OF CHARGES,2006-05-02,05/02/2006,CLOSED,FORWARDED TO CIRCUIT COURT,2006
1B01757358,Baltimore City District Court 700 Patapsco Ave.,CR,2006-05-01,523570,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066002120450,STATEMENT OF CHARGES,2006-05-01,05/01/2006,CLOSED,TRIAL,2006
1B01757680,Baltimore City District Court 1400 North Ave.,CR,2006-01-29,496593,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066021100084,STATEMENT OF CHARGES,2006-01-29,01/29/2006,CLOSED,TRIAL,2006
1B01758366,Baltimore City District Court 1400 North Ave.,CR,2006-02-03,500905,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,066000100666,STATEMENT OF CHARGES,2006-02-03,02/03/2006,CLOSED,TRIAL,2006
