trafficid,chargeid,describe35,describe70,describe100,date_begin,date_end,article,section,subsec,paragraph,code,fine,finetype,mod_date,new_date,last_revised,scrape_date
502,2288,OPERATING MOTOR VEH. WITH DISABILIT,"OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLE","OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLED, ACCOMPANIED BY DISABLED)",1991-07-01,1995-09-30,TA,13,616,i,,110,F,2005-11-18,1999-09-30,2020-05-07,2020-06-03
502,2287,OPERATING MOTOR VEH. WITH DISABILIT,"OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLE","OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLED, ACCOMPANIED BY DISABLED)",1995-10-01,1996-09-30,TA,13,616,i,,115,F,2005-11-18,1999-09-30,2020-05-07,2020-06-03
502,2286,OPERATING MOTOR VEH. WITH DISABILIT,"OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLE","OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLED, ACCOMPANIED BY DISABLED)",1996-10-01,2003-06-30,TA,13,616,i,,120,F,2005-11-18,1999-09-30,2020-05-07,2020-06-03
502,12949,OPERATING MOTOR VEH. WITH DISABILIT,"OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLE","OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLED, ACCOMPANIED BY DISABLED)",2003-07-01,2005-12-31,TA,13,616,i,,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
502,14381,OPERATING MOTOR VEH. WITH DISABILIT,"OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLE","OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLED, ACCOMPANIED BY DISABLED)",2006-01-01,2010-09-30,TA,13,616,i,,130,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
502,16682,OPERATING MOTOR VEH. WITH DISABILIT,"OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLE","OPERATING MOTOR VEH. WITH DISABILITY REG. (NUMBER,PLATES) NOT (DISABLED, ACCOMPANIED BY DISABLED)",2010-10-01,NA,TA,13,616,i,,140,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
503,20087,OPERATING M/V WITH DISABILITY REG.,"OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, AC","OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, ACCOMPANIED BY THE DISABLED)",NA,2006-01-01,TA,13,616,j,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
503,2291,OPERATING M/V WITH DISABILITY REG.,"OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, AC","OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, ACCOMPANIED BY THE DISABLED)",1991-07-01,1995-09-30,TA,13,616,j,,110,F,1999-09-30,1999-09-30,2020-05-07,2020-06-03
503,2290,OPERATING M/V WITH DISABILITY REG.,"OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, AC","OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, ACCOMPANIED BY THE DISABLED)",1995-10-01,1996-09-30,TA,13,616,j,,115,F,1999-09-30,1999-09-30,2020-05-07,2020-06-03
503,2289,OPERATING M/V WITH DISABILITY REG.,"OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, AC","OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, ACCOMPANIED BY THE DISABLED)",1996-10-01,2003-06-30,TA,13,616,j,,120,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
503,12950,OPERATING M/V WITH DISABILITY REG.,"OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, AC","OPERATING M/V WITH DISABILITY REG. (NUMBER,PLATES)IF NOT (DISABLED, ACCOMPANIED BY THE DISABLED)",2003-07-01,2005-12-31,TA,13,616,j,,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
504,20088,MISREPRESENTATION IN USING SPECIAL,MISREPRESENTATION IN USING SPECIAL REGISTRATION PLATE,MISREPRESENTATION IN USING SPECIAL REGISTRATION PLATE,NA,1999-10-01,TA,13,616,k,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
504,2294,MISREPRESENTATION IN USING SPECIAL,MISREPRESENTATION IN USING SPECIAL REGISTRATION PLATE,MISREPRESENTATION IN USING SPECIAL REGISTRATION PLATE,1991-07-01,1995-09-30,TA,13,616,k,,110,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
504,2293,MISREPRESENTATION IN USING SPECIAL,MISREPRESENTATION IN USING SPECIAL REGISTRATION PLATE,MISREPRESENTATION IN USING SPECIAL REGISTRATION PLATE,1995-10-01,1996-09-30,TA,13,616,k,,115,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
504,2292,MISREPRESENTATION IN USING SPECIAL,MISREPRESENTATION IN USING SPECIAL REGISTRATION PLATE,MISREPRESENTATION IN USING SPECIAL REGISTRATION PLATE,1996-10-01,1999-09-30,TA,13,616,k,,120,F,1999-09-30,1998-11-10,2020-05-07,2020-06-03
2101,20089,FAILURE TO RETURN DISABILITY REG CA,"FAILURE TO RETURN DISABILITY REG CARD&PLATES, W/I 30 DAYS OF SEV OF RE","FAILURE TO RETURN DISABILITY REG CARD&PLATES, W/I 30 DAYS OF SEV OF RELATIONSHIP W/DISABLED",NA,2006-01-01,TA,13,616,k2,I,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2101,9838,FAILURE TO RETURN DISABILITY REG CA,"FAILURE TO RETURN DISABILITY REG CARD&PLATES, W/I 30 DAYS OF SEV OF RE","FAILURE TO RETURN DISABILITY REG CARD&PLATES, W/I 30 DAYS OF SEV OF RELATIONSHIP W/DISABLED",1999-10-01,2003-06-30,TA,13,616,k2,I,120,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
2101,12951,FAILURE TO RETURN DISABILITY REG CA,"FAILURE TO RETURN DISABILITY REG CARD&PLATES, W/I 30 DAYS OF SEV OF RE","FAILURE TO RETURN DISABILITY REG CARD&PLATES, W/I 30 DAYS OF SEV OF RELATIONSHIP W/DISABLED",2003-07-01,2005-09-30,TA,13,616,k2,I,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2101,14382,FAILURE TO RETURN DISABILITY REG CA,"FAILURE TO RETURN DISABILITY REG CARD&PLATES, W/I 30 DAYS OF SEV OF RE","FAILURE TO RETURN DISABILITY REG CARD&PLATES, W/I 30 DAYS OF SEV OF RELATIONSHIP W/DISABLED",2005-10-01,2005-12-31,TA,13,616,k2,I,130,F,2005-11-18,2005-11-18,2020-05-07,2020-06-03
505,20090,OPERATING M/V VEH W/DISABLED REG NU,OPERATING M/V VEH W/DISABLED REG NUMBER OR SPECIALPLATES IF NOT(DISABL,OPERATING M/V VEH W/DISABLED REG NUMBER OR SPECIALPLATES IF NOT(DISABLED/ACCOMPANIED BY THE DISABLED,NA,1999-10-01,TA,13,616,l,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
505,2297,OPERATING M/V VEH W/DISABLED REG NU,OPERATING M/V VEH W/DISABLED REG NUMBER OR SPECIALPLATES IF NOT(DISABL,OPERATING M/V VEH W/DISABLED REG NUMBER OR SPECIALPLATES IF NOT(DISABLED/ACCOMPANIED BY THE DISABLED,1991-07-01,1995-09-30,TA,13,616,l,,110,F,1999-06-11,1999-02-23,2020-05-07,2020-06-03
505,2296,OPERATING M/V VEH W/DISABLED REG NU,OPERATING M/V VEH W/DISABLED REG NUMBER OR SPECIALPLATES IF NOT(DISABL,OPERATING M/V VEH W/DISABLED REG NUMBER OR SPECIALPLATES IF NOT(DISABLED/ACCOMPANIED BY THE DISABLED,1995-10-01,1996-09-30,TA,13,616,l,,115,F,1999-06-11,1999-02-23,2020-05-07,2020-06-03
505,2295,OPERATING M/V VEH W/DISABLED REG NU,OPERATING M/V VEH W/DISABLED REG NUMBER OR SPECIALPLATES IF NOT(DISABL,OPERATING M/V VEH W/DISABLED REG NUMBER OR SPECIALPLATES IF NOT(DISABLED/ACCOMPANIED BY THE DISABLED,1996-10-01,1999-09-30,TA,13,616,l,,120,F,1999-09-30,1999-02-23,2020-05-07,2020-06-03
506,20091,FAIL VEH OWNER (RETURN ADM DISABLED,FAIL VEH OWNER (RETURN ADM DISABLED REG CARDS&SPECIAL PLATES APPLY/V R,FAIL VEH OWNER (RETURN ADM DISABLED REG CARDS&SPECIAL PLATES APPLY/V REG)W/I 30 DAYS OF TERMINATION,NA,1999-10-01,TA,13,616,m,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
506,2300,FAIL VEH OWNER (RETURN ADM DISABLED,FAIL VEH OWNER (RETURN ADM DISABLED REG CARDS&SPECIAL PLATES APPLY/V R,FAIL VEH OWNER (RETURN ADM DISABLED REG CARDS&SPECIAL PLATES APPLY/V REG)W/I 30 DAYS OF TERMINATION,1991-07-01,1995-09-30,TA,13,616,m,,110,F,1999-06-11,1999-02-23,2020-05-07,2020-06-03
506,2299,FAIL VEH OWNER (RETURN ADM DISABLED,FAIL VEH OWNER (RETURN ADM DISABLED REG CARDS&SPECIAL PLATES APPLY/V R,FAIL VEH OWNER (RETURN ADM DISABLED REG CARDS&SPECIAL PLATES APPLY/V REG)W/I 30 DAYS OF TERMINATION,1995-10-01,1996-09-30,TA,13,616,m,,115,F,1999-06-11,1999-02-23,2020-05-07,2020-06-03
506,2298,FAIL VEH OWNER (RETURN ADM DISABLED,FAIL VEH OWNER (RETURN ADM DISABLED REG CARDS&SPECIAL PLATES APPLY/V R,FAIL VEH OWNER (RETURN ADM DISABLED REG CARDS&SPECIAL PLATES APPLY/V REG)W/I 30 DAYS OF TERMINATION,1996-10-01,1999-09-30,TA,13,616,m,,120,F,1999-09-30,1999-02-23,2020-05-07,2020-06-03
507,20092,FAILURE DISPLAY DISABLED PERSON PAR,FAILURE DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,FAILURE DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,NA,1989-07-01,TA,13,616.1,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
507,2302,FAILURE DISPLAY DISABLED PERSON PAR,FAILURE DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,FAILURE DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,1986-07-01,1988-06-30,TA,13,616.1,,,100,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
507,2301,FAILURE DISPLAY DISABLED PERSON PAR,FAILURE DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,FAILURE DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,1988-07-01,1989-06-30,TA,13,616.1,,,105,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
508,20093,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARDIN VEH. AS REQUIRED,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARDIN VEH. AS REQUIRED,NA,1999-10-01,TA,13,616.1,f,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
508,2305,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARDIN VEH. AS REQUIRED,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARDIN VEH. AS REQUIRED,1991-07-01,1995-09-30,TA,13,616.1,f,,110,F,1999-06-11,1999-02-23,2020-05-07,2020-06-03
508,2304,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARDIN VEH. AS REQUIRED,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARDIN VEH. AS REQUIRED,1995-10-01,1996-09-30,TA,13,616.1,f,,115,F,1999-06-11,1999-02-23,2020-05-07,2020-06-03
508,2303,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARDIN VEH. AS REQUIRED,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARDIN VEH. AS REQUIRED,1996-10-01,1999-09-30,TA,13,616.1,f,,120,F,1999-09-30,1999-02-23,2020-05-07,2020-06-03
2102,9839,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,1999-10-01,2003-06-30,TA,13,616.1,f1,,120,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
2102,12952,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,2003-07-01,2005-09-30,TA,13,616.1,f1,,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2102,14383,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,2005-10-01,2010-09-30,TA,13,616.1,f1,,130,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
2102,16683,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,FAILURE TO DISPLAY DISABLED PERSON PARKING PLACARD IN VEH. AS REQUIRED,2010-10-01,NA,TA,13,616.1,f1,,140,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
2103,9840,DRIVING A VEHICLE WHILE A REMOVABLE,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR,1999-10-01,2003-06-30,TA,13,616.1,f2,,50,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
2103,12953,DRIVING A VEHICLE WHILE A REMOVABLE,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR,2003-07-01,2005-09-30,TA,13,616.1,f2,,55,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2103,14384,DRIVING A VEHICLE WHILE A REMOVABLE,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR,2005-10-01,2006-09-30,TA,13,616.1,f2,,60,F,2006-09-26,2005-11-18,2020-05-07,2020-06-03
2103,15400,DRIVING A VEHICLE WHILE A REMOVABLE,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM,DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR,2006-10-01,NA,TA,13,616.1,f2,,70,C,2006-09-26,2006-09-26,2020-05-07,2020-06-03
509,2308,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR OR USING) PARKING PLACARD",1991-07-01,1995-09-30,TA,13,616.1,h1,,110,F,1999-09-30,1999-09-30,2020-05-07,2020-06-03
509,2307,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR OR USING) PARKING PLACARD",1995-10-01,1996-09-30,TA,13,616.1,h1,,115,F,1999-09-30,1999-09-30,2020-05-07,2020-06-03
509,2306,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR OR USING) PARKING PLACARD",1996-10-01,2003-06-30,TA,13,616.1,h1,,120,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
509,12954,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR OR USING) PARKING PLACARD",2003-07-01,2005-09-30,TA,13,616.1,h1,,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
509,14385,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR OR USING) PARKING PLACARD",2005-10-01,2006-09-30,TA,13,616.1,h1,,130,F,2006-09-26,2005-11-18,2020-05-07,2020-06-03
509,15401,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR","(FRAUD, MISREPRESENTATION) IN (CERTIFYING DISABILIY FOR, APPLYING FOR OR USING) PARKING PLACARD",2006-10-01,NA,TA,13,616.1,h1,,140,F,2006-09-26,2006-09-26,2020-05-07,2020-06-03
510,2311,USE OF DISABLED PERSON PARKING PLAC,"USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED B","USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED BY DISABLED PERSON)",1991-07-01,1995-09-30,TA,13,616.1,h2,,110,F,1999-09-30,1999-09-30,2020-05-07,2020-06-03
510,2310,USE OF DISABLED PERSON PARKING PLAC,"USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED B","USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED BY DISABLED PERSON)",1995-10-01,1996-09-30,TA,13,616.1,h2,,115,F,1999-09-30,1999-09-30,2020-05-07,2020-06-03
510,2309,USE OF DISABLED PERSON PARKING PLAC,"USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED B","USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED BY DISABLED PERSON)",1996-10-01,2003-06-30,TA,13,616.1,h2,,120,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
510,12955,USE OF DISABLED PERSON PARKING PLAC,"USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED B","USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED BY DISABLED PERSON)",2003-07-01,2005-09-30,TA,13,616.1,h2,,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
510,14386,USE OF DISABLED PERSON PARKING PLAC,"USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED B","USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED BY DISABLED PERSON)",2005-10-01,2010-09-30,TA,13,616.1,h2,,130,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
510,16684,USE OF DISABLED PERSON PARKING PLAC,"USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED B","USE OF DISABLED PERSON PARKING PLACARD IF NOT (DISABLED, ACCOMPANIED BY DISABLED PERSON)",2010-10-01,NA,TA,13,616.1,h2,,140,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
2104,9841,FAILURE TO RETURN TEMPORARY PARKING,FAILURE TO RETURN TEMPORARY PARKING PLACARD FOR DIABLED TO ADM. W/I 5,FAILURE TO RETURN TEMPORARY PARKING PLACARD FOR DIABLED TO ADM. W/I 5 DAYS OF PLACARD'S EXPIRATION,1999-10-01,2003-06-30,TA,13,616.2,c2,,50,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
2104,12956,FAILURE TO RETURN TEMPORARY PARKING,FAILURE TO RETURN TEMPORARY PARKING PLACARD FOR DIABLED TO ADM. W/I 5,FAILURE TO RETURN TEMPORARY PARKING PLACARD FOR DIABLED TO ADM. W/I 5 DAYS OF PLACARD'S EXPIRATION,2003-07-01,2005-09-30,TA,13,616.2,c2,,55,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2104,14387,FAILURE TO RETURN TEMPORARY PARKING,FAILURE TO RETURN TEMPORARY PARKING PLACARD FOR DIABLED TO ADM. W/I 5,FAILURE TO RETURN TEMPORARY PARKING PLACARD FOR DIABLED TO ADM. W/I 5 DAYS OF PLACARD'S EXPIRATION,2005-10-01,2010-09-30,TA,13,616.2,c2,,60,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
2104,16685,FAILURE TO RETURN TEMPORARY PARKING,FAILURE TO RETURN TEMPORARY PARKING PLACARD FOR DIABLED TO ADM. W/I 5,FAILURE TO RETURN TEMPORARY PARKING PLACARD FOR DIABLED TO ADM. W/I 5 DAYS OF PLACARD'S EXPIRATION,2010-10-01,NA,TA,13,616.2,c2,,70,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
2105,9842,UNAUTHORIZED DISPLAY OF TEMPORARY P,UNAUTHORIZED DISPLAY OF TEMPORARY PARKING PLACARD,UNAUTHORIZED DISPLAY OF TEMPORARY PARKING PLACARD,1999-10-01,2003-06-30,TA,13,616.2,d2,,50,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
2105,12957,UNAUTHORIZED DISPLAY OF TEMPORARY P,UNAUTHORIZED DISPLAY OF TEMPORARY PARKING PLACARD,UNAUTHORIZED DISPLAY OF TEMPORARY PARKING PLACARD,2003-07-01,2005-09-30,TA,13,616.2,d2,,55,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2105,14388,UNAUTHORIZED DISPLAY OF TEMPORARY P,UNAUTHORIZED DISPLAY OF TEMPORARY PARKING PLACARD,UNAUTHORIZED DISPLAY OF TEMPORARY PARKING PLACARD,2005-10-01,2010-09-30,TA,13,616.2,d2,,60,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
2105,16686,UNAUTHORIZED DISPLAY OF TEMPORARY P,UNAUTHORIZED DISPLAY OF TEMPORARY PARKING PLACARD,UNAUTHORIZED DISPLAY OF TEMPORARY PARKING PLACARD,2010-10-01,NA,TA,13,616.2,d2,,70,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
2106,9843,OPERATING VEH. WITH TEMPORARY PARKI,OPERATING VEH. WITH TEMPORARY PARKING PLACARD HANGING FROM INSIDE REAR,OPERATING VEH. WITH TEMPORARY PARKING PLACARD HANGING FROM INSIDE REARVIEW MIRROR,1999-10-01,2003-06-30,TA,13,616.2,e2,,50,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
2106,12958,OPERATING VEH. WITH TEMPORARY PARKI,OPERATING VEH. WITH TEMPORARY PARKING PLACARD HANGING FROM INSIDE REAR,OPERATING VEH. WITH TEMPORARY PARKING PLACARD HANGING FROM INSIDE REARVIEW MIRROR,2003-07-01,2005-09-30,TA,13,616.2,e2,,55,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2106,14389,OPERATING VEH. WITH TEMPORARY PARKI,OPERATING VEH. WITH TEMPORARY PARKING PLACARD HANGING FROM INSIDE REAR,OPERATING VEH. WITH TEMPORARY PARKING PLACARD HANGING FROM INSIDE REARVIEW MIRROR,2005-10-01,2006-09-30,TA,13,616.2,e2,,60,F,2006-09-26,2005-11-18,2020-05-07,2020-06-03
2106,15402,OPERATING VEH. WITH TEMPORARY PARKI,OPERATING VEH. WITH TEMPORARY PARKING PLACARD HANGING FROM INSIDE REAR,OPERATING VEH. WITH TEMPORARY PARKING PLACARD HANGING FROM INSIDE REARVIEW MIRROR,2006-10-01,NA,TA,13,616.2,e2,,70,C,2006-09-26,2006-09-26,2020-05-07,2020-06-03
511,20094,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON TEMPORARY REMOVABLE WINDSHIELD PLAC,FAILURE TO DISPLAY DISABLED PERSON TEMPORARY REMOVABLE WINDSHIELD PLACARD,NA,1999-10-01,TA,13,616.2,f,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
511,2314,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON TEMPORARY REMOVABLE WINDSHIELD PLAC,FAILURE TO DISPLAY DISABLED PERSON TEMPORARY REMOVABLE WINDSHIELD PLACARD,1993-10-01,1995-09-30,TA,13,616.2,f,,110,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
511,2313,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON TEMPORARY REMOVABLE WINDSHIELD PLAC,FAILURE TO DISPLAY DISABLED PERSON TEMPORARY REMOVABLE WINDSHIELD PLACARD,1995-10-01,1996-09-30,TA,13,616.2,f,,115,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
511,2312,FAILURE TO DISPLAY DISABLED PERSON,FAILURE TO DISPLAY DISABLED PERSON TEMPORARY REMOVABLE WINDSHIELD PLAC,FAILURE TO DISPLAY DISABLED PERSON TEMPORARY REMOVABLE WINDSHIELD PLACARD,1996-10-01,1999-09-30,TA,13,616.2,f,,120,F,1999-09-30,1998-11-10,2020-05-07,2020-06-03
2107,9844,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING PERSON'SDISABILITY, APPLY FO","(FRAUD, MISREPRESENTATION) IN (CERTIFYING PERSON'SDISABILITY, APPLY FOR/USE TEMP PARKING PLACARD)",1999-10-01,2003-06-30,TA,13,616.2,f1,,120,F,2003-10-03,1999-09-30,2020-05-07,2020-06-03
2107,12959,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING PERSON'SDISABILITY, APPLY FO","(FRAUD, MISREPRESENTATION) IN (CERTIFYING PERSON'SDISABILITY, APPLY FOR/USE TEMP PARKING PLACARD)",2003-07-01,2005-09-30,TA,13,616.2,f1,,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2107,14390,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING PERSON'SDISABILITY, APPLY FO","(FRAUD, MISREPRESENTATION) IN (CERTIFYING PERSON'SDISABILITY, APPLY FOR/USE TEMP PARKING PLACARD)",2005-10-01,2010-09-30,TA,13,616.2,f1,,130,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
2107,16687,"(FRAUD, MISREPRESENTATION) IN (CERT","(FRAUD, MISREPRESENTATION) IN (CERTIFYING PERSON'SDISABILITY, APPLY FO","(FRAUD, MISREPRESENTATION) IN (CERTIFYING PERSON'SDISABILITY, APPLY FOR/USE TEMP PARKING PLACARD)",2010-10-01,NA,TA,13,616.2,f1,,140,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
